transaction_branch_id,branch_type,transaction_type_id,member_card,Number_of_Months,amount_paid,Coupon_Discount,magazine_fee_paid,payable_amount,reading_fee_paid,security_deposit,reward_points,num_books,num_magazine,display_name,adjustment_amount,Percentage_Share,member_branch_id,Transaction_Month,Transaction_Year,TAX_TYPE,Renewal_Amount,taxable_amount,TAX_AMOUNT,Membership_expiry_date,created_name,hierarchical_cluster
810,Company Owned,7.0,M223407,0,698,0.0,0.0,698,0.0,598,0,3,0,Default package,0,100,1008,9,2024,GST,131,85,15.25,2024-12-14,PRIYA SURESH,5
810,Company Owned,7.0,M228215,0,698,0.0,0.0,698,0.0,598,0,2,0,Default package,0,50,105,9,2024,GST,147,85,15.25,2025-09-12,PRIYA SURESH,5
810,Company Owned,7.0,M223404,0,698,0.0,0.0,698,0.0,598,0,2,0,Online Package,0,50,105,8,2024,GST,8,85,15.25,2025-08-30,FRONTOFFICE,5
810,Company Owned,7.0,M223391,0,698,0.0,0.0,698,0.0,598,0,2,0,Online Package,0,100,1008,7,2024,GST,188,85,15.25,2025-07-08,PRIYA SURESH,5
25,Profit share,7.0,M227632,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,50,25,6,2024,GST,0,-422,-75.97,2025-06-30,JB MALLESHWARAM,5
45,Company Owned,7.0,m227776,0,698,0.0,0.0,698,0.0,598,0,2,1,Default package,0,100,45,5,2024,GST,131,85,15.25,2024-06-14,FRONTOFFICE BANASHANKARI,5
810,Company Owned,7.0,M223377,0,100,0.0,0.0,698,0.0,598,0,2,1,Default package,598,100,1008,4,2024,GST,205,-422,-75.97,2025-04-05,LAVANYA,5
810,Company Owned,7.0,M223374,0,698,0.0,0.0,698,0.0,598,0,2,0,Default package,0,100,1008,4,2024,GST,221,85,15.25,2024-07-13,PRIYA SURESH,5
25,Profit share,7.0,M226658,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,50,25,3,2024,GST,238,-422,-75.97,2025-03-03,SANTHOSH MLM,5
324,,7.0,m227047,0,698,0.0,0.0,698,0.0,598,0,2,0,Default package,0,100,324,2,2024,GST,66,85,15.25,2025-02-21,MANTRI LITHOUS,5
810,Company Owned,7.0,M223350,0,698,0.0,0.0,698,0.0,598,0,3,0,Default package,0,100,1008,2,2024,GST,180,85,15.25,2024-05-07,PRIYA SURESH,5
810,Company Owned,7.0,M223348,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,1,2024,GST,57,-422,-75.97,2025-01-24,LAVANYA,5
810,Company Owned,7.0,M223336,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,12,2023,GST,147,-422,-75.97,2024-06-13,LAVANYA,5
810,Company Owned,7.0,M223335,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,11,2023,GST,8,-422,-75.97,2024-11-29,LAVANYA,5
810,Company Owned,7.0,M223332,0,698,0.0,0.0,698,0.0,598,0,2,0,Default package,0,100,810,11,2023,GST,49,85,15.25,2024-11-24,PRIYA SURESH,5
25,Profit share,7.0,M226646,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,50,25,11,2023,GST,221,-422,-75.97,2024-05-04,SANTHOSH MLM,5
810,Company Owned,7.0,M223318,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,9,2023,GST,16,-422,-75.97,2024-09-28,LAVANYA,5
324,,7.0,M227035,0,598,0.0,0.0,698,0.0,598,0,2,0,Default package,100,100,324,8,2023,GST,49,0,0.0,2024-03-02,MANTRI LITHOUS,5
87,Active User Branch,7.0,M223305,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,8,2023,GST,221,-422,-75.97,2024-08-04,PRIYA SURESH,5
25,Profit share,7.0,M226639,0,100,0.0,0.0,698,0.0,598,0,1,0,Default package,598,50,25,7,2023,GST,188,-422,-75.97,2023-10-08,SANTHOSH MLM,5
810,Company Owned,7.0,M223299,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,7,2023,GST,197,-422,-75.97,2025-07-07,LAVANYA,5
25,Profit share,7.0,M226634,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,50,25,5,2023,GST,25,-422,-75.97,2024-09-04,SANTHOSH MLM,5
810,Company Owned,7.0,M223287,0,100,0.0,0.0,698,0.0,598,0,2,1,Default package,598,100,1008,5,2023,GST,41,-422,-75.97,2024-05-26,LAVANYA,5
810,Company Owned,7.0,M223278,0,100,0.0,0.0,698,0.0,598,0,3,0,Default package,598,100,1008,5,2023,GST,238,-422,-75.97,2023-08-02,LAVANYA,5
25,Profit share,7.0,M226216,0,100,0.0,0.0,698,0.0,598,0,3,0,Default package,598,50,25,4,2023,GST,41,-422,-75.97,2024-04-25,SANTHOSH MLM,5
45,Company Owned,7.0,M225527,0,598,0.0,0.0,698,0.0,598,0,2,0,Default package,100,100,45,4,2023,GST,172,0,0.0,2024-10-23,FRONTOFFICE BANASHANKARI,5
25,Profit share,7.0,M226254,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,50,25,3,2023,GST,123,-422,-75.97,2023-06-16,SANTHOSH MLM,5
25,Profit share,7.0,M225499,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,50,25,2,2023,GST,221,-422,-75.97,2023-08-01,SANTHOSH MLM,5
25,Profit share,7.0,M225494,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,50,25,12,2022,GST,164,-422,-75.97,2023-05-20,SANTHOSH MLM,5
810,Company Owned,7.0,M223244,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,100,1008,11,2022,GST,66,-422,-75.97,2023-11-22,LAVANYA,5
37,Company Owned,7.0,M225394,0,100,0.0,0.0,698,0.0,598,0,1,1,Default package,598,100,37,11,2022,GST,131,-422,-75.97,2023-11-28,BHANUMATHI MP,5
810,Company Owned,7.0,M223240,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,100,1008,11,2022,GST,164,-422,-75.97,2023-11-10,SREELAKSHMI,5
810,Company Owned,7.0,M223237,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1003,11,2022,GST,213,-422,-75.97,2023-11-04,LAVANYA,5
810,Company Owned,7.0,M223233,0,100,0.0,0.0,698,0.0,598,0,4,0,Default package,598,100,1008,11,2022,GST,221,-422,-75.97,2023-11-03,LAVANYA,5
810,Company Owned,7.0,M223212,0,100,0.0,0.0,698,0.0,598,0,3,0,Default package,598,100,1008,8,2022,GST,66,-422,-75.97,2022-11-23,SREELAKSHMI,5
810,Company Owned,7.0,M223205,0,100,0.0,0.0,698,0.0,598,0,4,0,Online Package,598,100,1008,8,2022,GST,180,-422,-75.97,2023-08-08,SREELAKSHMI,5
810,Company Owned,7.0,M223204,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,8,2022,GST,188,-422,-75.97,2024-03-13,SREELAKSHMI,5
810,Company Owned,7.0,M223202,0,100,0.0,0.0,698,0.0,598,0,5,0,Default package,598,100,1008,8,2022,GST,238,-422,-75.97,2023-09-02,LAVANYA,5
810,Company Owned,7.0,M223179,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,5,2022,GST,41,-422,-75.97,2023-03-01,SREELAKSHMI,5
810,Company Owned,7.0,M223176,0,100,0.0,0.0,698,0.0,598,0,3,0,Online Package,598,100,1013,5,2022,GST,147,-422,-75.97,2023-05-28,SREELAKSHMI,5
810,Company Owned,7.0,M223174,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,100,1008,5,2022,GST,156,-422,-75.97,2023-05-30,LAVANYA,5
2,Revenue Share,7.0,M224707,0,598,0.0,0.0,698,0.0,598,0,2,0,Default package,100,20,2,4,2022,GST,90,0,0.0,2022-07-19,SHEKAR JP NAGAR,5
26,Profit share,7.0,M224533,0,698,0.0,0.0,698,0.0,598,0,2,0,Default package,0,50,26,4,2022,GST,115,85,15.25,2024-11-04,FRONTOFFICE VBL,5
810,Company Owned,7.0,M223164,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,100,1008,4,2022,GST,115,-422,-75.97,2023-04-16,LAVANYA,5
810,Company Owned,7.0,M223162,0,100,0.0,0.0,698,0.0,598,0,2,0,Online Package,598,100,1008,4,2022,GST,172,-422,-75.97,2023-04-09,LAVANYA,5
810,Company Owned,7.0,M223154,0,100,0.0,0.0,698,0.0,598,0,2,0,Default package,598,100,1008,2,2022,GST,0,-422,-75.97,2023-02-28,SREELAKSHMI,5
