transaction_branch_id,branch_type,transaction_type_id,member_card,Number_of_Months,amount_paid,Coupon_Discount,magazine_fee_paid,payable_amount,reading_fee_paid,security_deposit,reward_points,num_books,num_magazine,display_name,adjustment_amount,Percentage_Share,member_branch_id,Transaction_Month,Transaction_Year,TAX_TYPE,Renewal_Amount,taxable_amount,TAX_AMOUNT,Membership_expiry_date,created_name,hierarchical_cluster
105,Company Owned,1.0,M228219,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,105,9,2024,GST,66,1200,216.0,2024-12-22,FRONTOFFICE,3
131,Active User Branch,1.0,M228127,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,9,2024,GST,90,1200,216.0,2024-12-19,FRONTOFFICE ELC,3
129,Company Owned,1.0,M227921,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,129,9,2024,GST,90,1200,216.0,2024-12-19,GIRINAGAR,3
26,Profit share,1.0,M228197,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,9,2024,GST,106,1200,216.0,2024-12-17,FRONTOFFICE VBL,3
137,Active User Branch,1.0,m228064,3,2368,0.0,0.0,2368,1770.0,598,0,3,0,Default package,0,30,137,9,2024,IGST,115,1500,270.0,2024-12-16,PRIYA SUNDARARAJAN,3
126,Active User Branch,1.0,M228160,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,35,126,9,2024,GST,123,1200,216.0,2024-12-15,FRONT OFFICE HSR,3
129,Company Owned,1.0,M227920,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,129,9,2024,GST,123,1200,216.0,2024-12-15,GIRINAGAR,3
26,Profit share,1.0,M228195,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,9,2024,GST,131,1200,216.0,2024-12-14,FRONTOFFICE VBL,3
26,Profit share,1.0,M228196,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,9,2024,GST,131,1200,216.0,2024-12-14,FRONTOFFICE VBL,3
126,Active User Branch,1.0,M228155,3,3430,0.0,0.0,3430,2832.0,598,0,6,0,Default package,0,35,126,9,2024,GST,238,2400,432.0,2024-12-01,FRONT OFFICE HSR,3
126,Active User Branch,1.0,M228156,3,2722,0.0,0.0,2722,2124.0,598,0,4,0,Default package,0,35,126,9,2024,GST,238,1800,324.0,2024-12-01,FRONT OFFICE HSR,3
108,Profit share,1.0,M227992,3,1660,0.0,0.0,1660,1062.0,598,0,1,0,Default package,0,40,108,8,2024,GST,0,900,162.0,2024-11-30,SRIVALLI HN,3
131,Active User Branch,1.0,M228121,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,25,1200,216.0,2024-11-28,FRONTOFFICE ELC,3
26,Profit share,1.0,M228189,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,8,2024,GST,49,1200,216.0,2024-11-25,FRONTOFFICE VBL,3
37,Company Owned,1.0,M227407,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,37,8,2024,GST,57,1200,216.0,2024-11-24,FRONTOFFICE MYSORE,3
114,Revenue Share,1.0,M227615,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,20,114,8,2024,GST,57,1200,216.0,2024-11-24,FRONTOFFICE SARJAPURATOWN,3
114,Revenue Share,1.0,M227613,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,20,114,8,2024,GST,66,1200,216.0,2024-11-23,FRONTOFFICE SARJAPURATOWN,3
137,Active User Branch,1.0,M228052,3,2368,0.0,0.0,2368,1770.0,598,0,3,0,Default package,0,30,137,8,2024,IGST,106,1500,270.0,2024-11-18,PRIYA SUNDARARAJAN,3
45,Company Owned,1.0,m228077,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,45,8,2024,GST,106,1200,216.0,2024-11-18,FRONTOFFICE BANASHANKARI,3
105,Company Owned,1.0,M227919,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,105,8,2024,GST,139,1200,216.0,2024-11-14,FRONTOFFICE,3
137,Active User Branch,1.0,M228049,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,137,8,2024,IGST,156,1200,216.0,2024-11-12,PRIYA SUNDARARAJAN,3
131,Active User Branch,1.0,M228116,3,2722,0.0,0.0,2722,2124.0,598,0,4,0,Default package,0,30,131,8,2024,GST,180,1800,324.0,2024-11-09,FRONTOFFICE ELC,3
114,Revenue Share,1.0,M227611,3,2368,0.0,0.0,2368,1770.0,598,0,3,0,Default package,0,20,114,8,2024,GST,229,1500,270.0,2024-11-03,FRONTOFFICE SARJAPURATOWN,3
26,Profit share,1.0,M227978,3,1660,0.0,0.0,1660,1062.0,598,0,1,0,Default package,0,50,26,7,2024,GST,0,900,162.0,2024-10-31,FRONTOFFICE VBL,3
126,Active User Branch,1.0,M228131,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,35,126,7,2024,GST,0,1200,216.0,2024-10-31,FRONT OFFICE HSR,3
45,Company Owned,1.0,M228075,3,2368,0.0,0.0,2368,1770.0,598,0,3,0,Default package,0,100,45,7,2024,GST,8,1500,270.0,2024-10-30,FRONTOFFICE BANASHANKARI,3
131,Active User Branch,1.0,M228108,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,7,2024,GST,25,1200,216.0,2024-10-28,FRONTOFFICE ELC,3
131,Active User Branch,1.0,M228109,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,7,2024,GST,25,1200,216.0,2024-10-28,FRONTOFFICE ELC,3
129,Company Owned,1.0,M227918,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,129,7,2024,GST,33,1200,216.0,2024-10-27,GIRINAGAR,3
114,Revenue Share,1.0,M227610,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,20,114,7,2024,GST,41,1200,216.0,2024-10-26,FRONTOFFICE SARJAPURATOWN,3
