transaction_branch_id,branch_type,transaction_type_id,member_card,Number_of_Months,amount_paid,Coupon_Discount,magazine_fee_paid,payable_amount,reading_fee_paid,security_deposit,reward_points,num_books,num_magazine,display_name,adjustment_amount,Percentage_Share,member_branch_id,Transaction_Month,Transaction_Year,TAX_TYPE,Renewal_Amount,taxable_amount,TAX_AMOUNT,Membership_expiry_date,created_name,hierarchical_cluster
324,,1.0,M227052,3,1660,0.0,900.0,2914,2316.0,598,0,2,3,Default package,1254,100,324,5,2024,GST,238,900,162.0,2024-08-02,MANTRI LITHOUS,0
26,Profit share,1.0,M227316,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,50,26,2,2024,GST,41,1454,261.76,2024-05-24,FRONTOFFICE VBL,0
810,Company Owned,1.0,M2202726,3,2314,0.0,300.0,2314,1716.0,598,0,2,0,Default package,0,100,1008,12,2023,GST,57,1454,261.76,2024-03-24,SYSTEM,0
810,Company Owned,1.0,M2202725,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,12,2023,GST,90,1454,261.76,2024-03-20,SYSTEM,0
810,Company Owned,1.0,M2202718,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,12,2023,GST,229,1454,261.76,2024-03-03,SYSTEM,0
810,Company Owned,1.0,M2202703,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,10,2023,GST,66,1454,261.76,2024-01-23,SYSTEM,0
810,Company Owned,1.0,M2202688,3,2314,0.0,300.0,2314,1716.0,598,0,3,0,Default package,0,100,1008,9,2023,GST,98,1454,261.76,2023-12-18,SYSTEM,0
810,Company Owned,1.0,M2202683,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1013,8,2023,GST,131,1454,261.76,2023-11-15,SYSTEM,0
810,Company Owned,1.0,M2202682,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,8,2023,GST,164,1454,261.76,2023-11-11,SYSTEM,0
810,Company Owned,1.0,M2202681,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,8,2023,GST,213,1454,261.76,2023-11-05,SYSTEM,0
810,Company Owned,1.0,M2202680,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,8,2023,GST,221,1454,261.76,2023-11-04,SYSTEM,0
810,Company Owned,1.0,M2202676,3,2668,0.0,300.0,2668,2070.0,598,0,3,1,Default package,0,100,1008,7,2023,GST,98,1754,315.76,2023-10-19,SYSTEM,0
810,Company Owned,1.0,M2202677,3,2314,0.0,300.0,2314,1716.0,598,0,2,0,Default package,0,100,1008,7,2023,GST,98,1454,261.76,2024-10-19,SYSTEM,0
810,Company Owned,1.0,M2202670,3,2314,0.0,300.0,2314,1716.0,598,0,4,0,Default package,0,100,1008,7,2023,GST,229,1454,261.76,2024-01-16,SYSTEM,0
810,Company Owned,1.0,M2202669,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1013,7,2023,GST,238,1454,261.76,2023-10-02,SYSTEM,0
810,Company Owned,1.0,M2202667,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,7,2023,GST,246,1454,261.76,2023-10-01,SYSTEM,0
810,Company Owned,1.0,M2202664,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1013,6,2023,GST,98,1454,261.76,2023-09-18,SYSTEM,0
810,Company Owned,1.0,M2202663,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,6,2023,GST,106,1454,261.76,2023-09-17,SYSTEM,0
26,Profit share,1.0,M226723,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,50,26,6,2023,GST,123,1454,261.76,2023-09-15,FRONTOFFICE VBL,0
810,Company Owned,1.0,M2202661,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,6,2023,GST,123,1454,261.76,2023-09-15,SYSTEM,0
810,Company Owned,1.0,M2202656,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,6,2023,GST,156,1454,261.76,2023-09-11,SYSTEM,0
810,Company Owned,1.0,M2202655,3,2314,0.0,300.0,2314,1716.0,598,0,2,0,Default package,0,100,1008,6,2023,GST,197,1454,261.76,2024-09-06,SYSTEM,0
810,Company Owned,1.0,M2202652,3,2314,0.0,300.0,2314,1716.0,598,0,2,0,Default package,0,100,1003,5,2023,GST,41,1454,261.76,2025-05-27,SYSTEM,0
810,Company Owned,1.0,M2202648,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1003,5,2023,GST,74,1454,261.76,2023-08-22,SYSTEM,0
810,Company Owned,1.0,M2202650,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,5,2023,GST,74,1454,261.76,2023-08-22,SYSTEM,0
810,Company Owned,1.0,M2202651,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,5,2023,GST,74,1454,261.76,2023-08-22,SYSTEM,0
810,Company Owned,1.0,M2202643,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,5,2023,GST,123,1454,261.76,2023-08-16,SYSTEM,0
810,Company Owned,1.0,M2202642,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,5,2023,GST,156,1454,261.76,2023-08-12,SYSTEM,0
810,Company Owned,1.0,M2202641,3,2314,0.0,300.0,2314,1716.0,598,0,2,1,Default package,0,100,1008,5,2023,GST,164,1454,261.76,2023-08-11,SYSTEM,0
810,Company Owned,1.0,M2202639,3,2668,0.0,300.0,2668,2070.0,598,0,3,0,Default package,0,100,1008,5,2023,GST,188,1754,315.76,2025-02-24,SYSTEM,0
