transaction_branch_id,branch_type,transaction_type_id,member_card,Number_of_Months,amount_paid,Coupon_Discount,magazine_fee_paid,payable_amount,reading_fee_paid,security_deposit,reward_points,num_books,num_magazine,display_name,adjustment_amount,Percentage_Share,member_branch_id,Transaction_Month,Transaction_Year,TAX_TYPE,Renewal_Amount,taxable_amount,TAX_AMOUNT,Membership_expiry_date,created_name,hierarchical_cluster
810,Company Owned,1.0,M223402,6,3784,354.0,0.0,3784,3186.0,598,0,3,0,Online Package,0,100,1008,8,2024,GST,41,2700,486.0,2025-02-26,PRIYA SURESH,2
810,Company Owned,1.0,M223401,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,8,2024,GST,74,1653,297.46,2025-02-22,PRIYA SURESH,2
810,Company Owned,1.0,M223400,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,8,2024,GST,82,1653,297.46,2025-02-21,PRIYA SURESH,2
810,Company Owned,1.0,M223397,6,2000,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,1146,100,1008,8,2024,GST,221,1188,213.86,2025-02-04,PRIYA SURESH,2
810,Company Owned,1.0,M223396,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,7,2024,GST,8,1653,297.46,2025-01-30,PRIYA SURESH,2
810,Company Owned,1.0,M223393,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,7,2024,GST,90,1653,297.46,2025-01-20,PRIYA SURESH,2
810,Company Owned,1.0,M223392,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,7,2024,GST,147,1653,297.46,2025-01-13,PRIYA SURESH,2
810,Company Owned,1.0,M223390,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,7,2024,GST,188,1653,297.46,2025-01-08,PRIYA SURESH,2
810,Company Owned,1.0,M223389,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,7,2024,GST,221,1653,297.46,2025-01-04,PRIYA SURESH,2
810,Company Owned,1.0,M223386,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,6,2024,GST,98,1653,297.46,2024-12-18,PRIYA SURESH,2
810,Company Owned,1.0,M223385,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,6,2024,GST,156,1653,297.46,2024-12-11,PRIYA SURESH,2
810,Company Owned,1.0,M223384,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,5,2024,GST,0,1653,297.46,2024-11-30,PRIYA SURESH,2
810,Company Owned,1.0,M223383,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,5,2024,GST,33,1653,297.46,2024-11-27,PRIYA SURESH,2
810,Company Owned,1.0,M223381,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,5,2024,GST,66,1653,297.46,2024-11-23,PRIYA SURESH,2
810,Company Owned,1.0,M223382,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,5,2024,GST,66,2159,388.68,2024-11-23,PRIYA SURESH,2
129,Company Owned,1.0,M227911,6,2758,0.0,0.0,2758,2160.0,598,0,2,0,Offer SEP PACKAGE,0,100,129,5,2024,GST,123,1831,329.49,2024-11-16,PRIYA SURESH,2
810,Company Owned,1.0,M223380,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,5,2024,GST,147,2159,388.68,2024-11-13,PRIYA SURESH,2
810,Company Owned,1.0,M223379,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,4,2024,GST,82,2159,388.68,2024-10-20,PRIYA SURESH,2
810,Company Owned,1.0,M227760,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,4,2024,GST,156,2159,388.68,2024-10-11,PRIYA SURESH,2
810,Company Owned,1.0,M223378,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,4,2024,GST,164,2159,388.68,2024-10-10,PRIYA SURESH,2
810,Company Owned,1.0,M223376,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,4,2024,GST,213,1653,297.46,2024-10-04,PRIYA SURESH,2
810,Company Owned,1.0,M223373,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,4,2024,GST,221,1653,297.46,2024-10-03,PRIYA SURESH,2
810,Company Owned,1.0,M223371,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1015,4,2024,GST,238,2159,388.68,2024-10-15,PRIYA SURESH,2
810,Company Owned,1.0,M223364,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,3,2024,GST,106,2159,388.68,2024-09-18,PRIYA SURESH,2
810,Company Owned,1.0,M223360,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,3,2024,GST,238,1653,297.46,2024-09-02,PRIYA SURESH,2
810,Company Owned,1.0,M223359,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,2,2024,GST,41,1653,297.46,2024-08-24,PRIYA SURESH,2
810,Company Owned,1.0,M223357,6,2549,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,597,100,1008,2,2024,GST,98,1653,297.61,2025-08-17,PRIYA SURESH,2
137,Active User Branch,1.0,M227346,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Default package,598,30,137,1,2024,IGST,0,1653,297.46,2024-07-31,PRIYA SUNDARARAJAN,2
137,Active User Branch,1.0,M227347,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Default package,598,30,137,1,2024,IGST,0,1653,297.46,2024-07-31,PRIYA SUNDARARAJAN,2
137,Active User Branch,1.0,M227348,6,3186,354.0,0.0,3784,3186.0,598,0,3,0,Default package,598,30,137,1,2024,IGST,0,2193,394.78,2024-07-31,PRIYA SUNDARARAJAN,2
137,Active User Branch,1.0,M227349,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Default package,598,30,137,1,2024,IGST,0,1653,297.46,2024-07-31,PRIYA SUNDARARAJAN,2
137,Active User Branch,1.0,M227350,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Default package,598,30,137,1,2024,IGST,0,1653,297.46,2024-07-31,PRIYA SUNDARARAJAN,2
137,Active User Branch,1.0,M227456,6,3186,354.0,0.0,3784,3186.0,598,0,3,0,Default package,598,30,137,1,2024,IGST,0,2193,394.78,2024-07-31,PRIYA SUNDARARAJAN,2
26,Profit share,1.0,M227307,6,3784,354.0,0.0,3784,3186.0,598,0,3,0,Default package,0,50,26,1,2024,GST,0,2700,486.0,2025-02-20,FRONTOFFICE VBL,2
810,Company Owned,1.0,M223334,6,2440,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,706,100,1008,11,2023,GST,16,1561,280.98,2024-05-28,PRIYA SURESH,2
810,Company Owned,1.0,M223331,6,2549,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,597,100,1008,11,2023,GST,74,1653,297.61,2024-08-21,PRIYA SURESH,2
810,Company Owned,1.0,M223329,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,11,2023,GST,229,2159,388.68,2024-05-02,PRIYA SURESH,2
810,Company Owned,1.0,M223327,6,2549,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,597,100,1008,10,2023,GST,41,1653,297.61,2024-11-07,LAVANYA,2
810,Company Owned,1.0,M223325,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,10,2023,GST,90,1653,297.46,2024-04-20,PRIYA SURESH,2
810,Company Owned,1.0,M223324,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1015,10,2023,GST,98,2159,388.68,2024-04-19,PRIYA SURESH,2
810,Company Owned,1.0,M223323,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,10,2023,GST,180,1653,297.46,2024-04-09,PRIYA SURESH,2
810,Company Owned,1.0,M223321,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,10,2023,GST,229,2159,388.68,2024-04-03,PRIYA SURESH,2
810,Company Owned,1.0,M223320,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1013,10,2023,GST,238,1653,297.46,2024-04-02,PRIYA SURESH,2
810,Company Owned,1.0,M221560,6,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,20,1008,9,2023,GST,57,1200,216.0,2024-12-29,SYSTEM,2
324,,1.0,M227041,6,2549,283.2,0.0,3146,2548.8,598,0,2,0,Default package,597,100,324,9,2023,GST,115,1653,297.61,2024-03-16,MANTRI LITHOUS,2
45,Company Owned,2.0,M2202092,12,1770,0.0,0.0,1770,1770.0,598,0,3,0,Primus OnlinePackage,0,100,1013,9,2023,GST,115,993,178.78,2024-10-04,FRONTOFFICE BANASHANKARI,2
810,Company Owned,1.0,M223314,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,9,2023,GST,180,2159,388.68,2025-03-08,PRIYA SURESH,2
810,Company Owned,1.0,M223313,6,2548,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,598,100,1008,9,2023,GST,197,1653,297.46,2024-03-06,PRIYA SURESH,2
810,Company Owned,1.0,M223312,6,3186,354.0,0.0,3784,3186.0,598,0,3,0,Online Package,598,100,1013,9,2023,GST,229,2193,394.78,2024-03-02,PRIYA SURESH,2
810,Company Owned,1.0,M223307,6,2549,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,597,100,1008,8,2023,GST,156,1653,297.61,2024-02-12,LAVANYA,2
810,Company Owned,1.0,M223304,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,8,2023,GST,246,2159,388.68,2024-02-01,PRIYA SURESH,2
810,Company Owned,1.0,M223295,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,6,2023,GST,106,2159,388.68,2023-12-17,PRIYA SURESH,2
810,Company Owned,2.0,M222497,3,3399,0.0,0.0,3399,3399.0,598,0,2,0,Default package,0,100,62,6,2023,GST,106,2374,427.27,2024-06-27,SYSTEM,2
810,Company Owned,1.0,M223290,6,3146,283.2,0.0,3146,2548.8,598,0,2,0,Online Package,0,100,1008,5,2023,GST,0,2159,388.68,2025-04-06,PRIYA SURESH,2
