transaction_branch_id,branch_type,transaction_type_id,member_card,Number_of_Months,amount_paid,Coupon_Discount,magazine_fee_paid,payable_amount,reading_fee_paid,security_deposit,reward_points,num_books,num_magazine,display_name,adjustment_amount,Percentage_Share,member_branch_id,Transaction_Month,Transaction_Year,TAX_TYPE,Renewal_Amount,taxable_amount,TAX_AMOUNT,Membership_expiry_date,created_name,hierarchical_cluster
137,Active User Branch,1.0,M228281,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,137,9,2024,IGST,66,2159,388.68,2025-03-22,PRIYA SUNDARARAJAN,1
137,Active User Branch,1.0,M228282,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,137,9,2024,IGST,66,2159,388.68,2025-03-22,PRIYA SUNDARARAJAN,1
126,Active User Branch,1.0,M228164,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,9,2024,GST,66,2159,388.68,2025-03-22,FRONT OFFICE HSR,1
126,Active User Branch,1.0,M228165,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,9,2024,GST,66,2159,388.68,2025-03-22,FRONT OFFICE HSR,1
126,Active User Branch,1.0,M228163,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,9,2024,GST,74,2159,388.68,2025-03-21,FRONT OFFICE HSR,1
105,Company Owned,1.0,M228217,6,2548,598.0,0.0,2832,2832.0,0,0,2,0,Default package,284,50,105,9,2024,GST,90,2159,388.68,2025-03-19,PRIYA SURESH,1
137,Active User Branch,1.0,M228065,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,137,9,2024,IGST,106,2159,388.68,2025-03-17,PRIYA SUNDARARAJAN,1
126,Active User Branch,1.0,M228162,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,9,2024,GST,106,2159,388.68,2025-03-17,FRONT OFFICE HSR,1
26,Profit share,1.0,M228194,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,50,26,9,2024,GST,147,2159,388.68,2025-03-12,FRONTOFFICE VBL,1
131,Active User Branch,1.0,M228124,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,131,9,2024,GST,180,2159,388.68,2025-03-08,FRONTOFFICE ELC,1
137,Active User Branch,1.0,M228062,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,137,9,2024,IGST,180,2159,388.68,2025-03-08,PRIYA SUNDARARAJAN,1
131,Active User Branch,1.0,M228125,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,131,9,2024,GST,180,2159,388.68,2025-03-08,FRONTOFFICE ELC,1
114,Revenue Share,1.0,M227618,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,20,114,9,2024,GST,180,2159,388.68,2025-03-08,FRONTOFFICE SARJAPURATOWN,1
114,Revenue Share,1.0,M227617,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,20,114,9,2024,GST,188,2159,388.68,2025-03-07,FRONTOFFICE SARJAPURATOWN,1
126,Active User Branch,1.0,M228158,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,9,2024,GST,205,2159,388.68,2025-03-05,FRONT OFFICE HSR,1
26,Profit share,1.0,M228191,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,50,26,9,2024,GST,238,2159,388.68,2025-03-01,FRONTOFFICE VBL,1
131,Active User Branch,1.0,M228123,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,131,9,2024,GST,238,2159,388.68,2025-03-31,FRONTOFFICE ELC,1
126,Active User Branch,1.0,M228153,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,8,2024,GST,0,2159,388.68,2025-02-28,FRONT OFFICE HSR,1
131,Active User Branch,1.0,M228122,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,131,8,2024,GST,0,2159,388.68,2025-02-28,FRONTOFFICE ELC,1
26,Profit share,1.0,M228190,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,50,26,8,2024,GST,0,2159,388.68,2025-02-28,FRONTOFFICE VBL,1
77,Active User Branch,1.0,M2257175,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,77,8,2024,GST,8,2159,388.68,2025-02-28,FRONTOFFICE,1
137,Active User Branch,1.0,M228058,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,137,8,2024,IGST,41,2159,388.68,2025-02-26,PRIYA SUNDARARAJAN,1
126,Active User Branch,1.0,M228150,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,8,2024,GST,49,2159,388.68,2025-02-25,FRONT OFFICE HSR,1
126,Active User Branch,1.0,M228151,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,35,126,8,2024,GST,49,2159,388.68,2025-02-25,FRONT OFFICE HSR,1
131,Active User Branch,1.0,M228120,6,2548,881.2,0.0,2548,2548.8,0,0,2,0,Default package,0,30,131,8,2024,GST,49,2159,388.68,2025-02-25,FRONTOFFICE ELC,1
114,Revenue Share,1.0,M227614,6,1911,810.4,0.0,1911,1911.6,0,0,1,0,Default package,0,20,114,8,2024,GST,57,1619,291.51,2025-02-24,FRONTOFFICE SARJAPURATOWN,1
