transaction_branch_id,branch_type,transaction_type_id,member_card,Number_of_Months,amount_paid,Coupon_Discount,magazine_fee_paid,payable_amount,reading_fee_paid,security_deposit,reward_points,num_books,num_magazine,display_name,adjustment_amount,Percentage_Share,member_branch_id,Transaction_Month,Transaction_Year,TAX_TYPE,Renewal_Amount,taxable_amount,TAX_AMOUNT,Membership_expiry_date,created_name,hierarchical_cluster
126,Active User Branch,1.0,M228159,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,35,126,9,2024,GST,180,1200,216.0,2024-12-08,FRONT OFFICE HSR,6
26,Profit share,1.0,M228193,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,9,2024,GST,180,1200,216.0,2024-12-08,FRONTOFFICE VBL,6
137,Active User Branch,1.0,M228061,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,137,9,2024,IGST,221,1200,216.0,2024-12-03,PRIYA SUNDARARAJAN,6
126,Active User Branch,1.0,M228154,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,35,126,9,2024,GST,238,1200,216.0,2024-12-01,FRONT OFFICE HSR,6
114,Revenue Share,1.0,M227616,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,20,114,9,2024,GST,238,1200,216.0,2024-12-01,FRONTOFFICE SARJAPURATOWN,6
131,Active User Branch,1.0,M228117,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,172,1200,216.0,2024-11-10,FRONTOFFICE ELC,6
131,Active User Branch,1.0,M228118,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,172,1200,216.0,2024-11-10,FRONTOFFICE ELC,6
131,Active User Branch,1.0,M228115,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,180,1200,216.0,2024-11-09,FRONTOFFICE ELC,6
26,Profit share,1.0,M228183,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,8,2024,GST,197,1200,216.0,2024-11-07,FRONTOFFICE VBL,6
131,Active User Branch,1.0,M228113,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,221,1200,216.0,2024-11-04,FRONTOFFICE ELC,6
26,Profit share,1.0,M228181,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,8,2024,GST,221,1200,216.0,2024-11-04,FRONTOFFICE VBL,6
45,Company Owned,1.0,m227983,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,45,8,2024,GST,221,1200,216.0,2024-11-04,FRONTOFFICE BANASHANKARI,6
126,Active User Branch,1.0,M228135,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,35,126,8,2024,GST,221,1200,216.0,2024-11-04,FRONT OFFICE HSR,6
131,Active User Branch,1.0,M228110,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,229,1200,216.0,2024-11-03,FRONTOFFICE ELC,6
131,Active User Branch,1.0,M228111,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,229,1200,216.0,2024-11-03,FRONTOFFICE ELC,6
131,Active User Branch,1.0,M228112,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,131,8,2024,GST,229,1200,216.0,2024-11-03,FRONTOFFICE ELC,6
45,Company Owned,1.0,M228076,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,45,8,2024,GST,238,1200,216.0,2024-11-02,SHASHIREKHA SRIDHAR,6
37,Company Owned,1.0,M227398,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,37,7,2024,GST,147,1200,216.0,2024-10-13,FRONTOFFICE MYSORE,6
137,Active User Branch,1.0,M228033,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,137,7,2024,IGST,172,1200,216.0,2024-10-10,PRIYA SUNDARARAJAN,6
26,Profit share,1.0,M227970,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,50,26,7,2024,GST,172,1200,216.0,2024-10-10,FRONTOFFICE VBL,6
129,Company Owned,1.0,M227915,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,100,129,7,2024,GST,180,1200,216.0,2024-10-09,GIRINAGAR,6
137,Active User Branch,1.0,M228030,3,2014,0.0,0.0,2014,1416.0,598,0,2,0,Default package,0,30,137,7,2024,IGST,188,1200,216.0,2024-10-08,PRIYA SUNDARARAJAN,6
